Object identifier,Divisions,Accession Number,Accession Description,Quantity,Type,Original Number,Other Numbers,Object Type,Materials,Display Date,Provenience,Verbatim Geography,Geographic Location,Political Location,Culture,Description,Curatorial Notes
35056,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Metal fragment,Iron,,,Asia-Southeast Asia-Philippines-Palawan-,"Malpacao Island, Bacuit Bay",,,Small fragment of rusty iron,
35058,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bottle,Glass,,,Asia-Southeast Asia-Philippines-Siquijor-,,"Barrio Cambalogio, San Juan",,"Nearly whole, curious glass bottle",
35059,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Pitcher,Stoneware,,,Asia-Southeast Asia-Philippines-Siquijor-,,"Barrio Campalanas, Lazi",,White stoneware small cream pitcher of undoubted European workmanship. Raised design of flowers and plant with background stippled with small holes. Spout of pitcher is broken off.,
35065,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Knife,Iron,,,Asia-Southeast Asia-Philippines-Siquijor-,,"Barrio Maite, San Juan",,Fragment of rusted iron knife,
35066,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Earthenware,,,Asia-Southeast Asia-Philippines-Davao del Norte-,"Malipano Island, Samal Island",Davao,,"Whole, small cream colored bowl",
35067,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Stoneware,,,Asia-Southeast Asia-Philippines-Davao del Norte-,"Malipano Island, Samal Island",Davao,,"Large sherd, of big greenish brown jar, reddish black paste.",
35068,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Box,Brass,,,Asia-Southeast Asia-Philippines-Davao del Norte-,"Malipano Island, Samal Island",Davao,,"Lower part of small, irregular shaped brass betel nut box",
35069,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Porcelain,,,Asia-Southeast Asia-Philippines-Davao Oriental-,,"Barrio Manurigao, Caraga",,"Blue and white porcelain bowl.  Whole, small, late, blue and white bowl, with unglazed ring in bottom.",
35070,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 5
Unit: ea
",Artifact,,,Sherd,Porcelain,,,Asia-Southeast Asia-Philippines-Davao Oriental-,,"Barrio Manurigao, Caraga",,"Incomplete, 5 sherds, bery light blue glazed vase (?), white glaze on interior.  Shallow wide crosshatching on exterior.  Porcelain.",
35071,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 4
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Davao Oriental-,,"Barrio Manurigao, Caraga",,"Sherds, incomplete matt grey bowl",
35072,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Davao Oriental-,,"Barrio Manurigao, Caraga",,"Sherds, fragment, glassy grey bowl",
35073,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Sherd,Porcelain,,,Asia-Southeast Asia-Philippines-Davao Oriental-,,"Barrio Manurigao, Caraga",,"White porcelain box.  Incomplete, sherds, white glazed cover to round box.  Design in relief, formed by pressing on batt.",
35074,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Porcelain,,,Asia-Southeast Asia-Philippines-Davao Oriental-,,"Barrio Manurigao, Caraga",,Blue and white porcelain dish.  Miscellaneous cheap blue and white recent sherds.,"Chronological information by Li Min, 2008."
35075,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Davao Oriental-,,"Barrio Manurigao, Caraga",,"Sherds, fragment, thin, dark green small jar",
35076,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 11
Unit: ea
",Artifact,,,Sherd,Stoneware,,,Asia-Southeast Asia-Philippines-Davao Oriental-,,"Barrio Manurigao, Caraga",,"Incomplete, 11 sherds, small greenish brown jar, with horizontal loop handles, but no other design.",
35078,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Davao Oriental-,,"Barrio Manurigao, Caraga",,"Incomplete, 2 sherds, larger rice pot of native ware with incised design and body striated with some sort of stylus.",
35083,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 4
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Davao Oriental-,,"Barrio Manurigao, Caraga",,Miscellaneous sherds of heavy red native ware from large vessels.  One of these is of unusual shape and has scratched rectilinear design.,
35084,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 7
Unit: ea
",Artifact,,,Bracelet,Shell,,,Asia-Southeast Asia-Philippines-Davao Oriental-,,"Barrio Manurigao, Caraga",,Fragments of usual type shell bracelets,
35085,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Bracelet,Shell,,,Asia-Southeast Asia-Philippines-Davao Oriental-,,"Barrio Manurigao, Caraga",,"2 whole, 1 fragment, thin shell bracelets",
35086,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Unworked shell,Shell,,,Asia-Southeast Asia-Philippines-Davao Oriental-,,"Barrio Manurigao, Caraga",,Fragmentary shells,
35089,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 7
Unit: ea
",Artifact,,,Metal fragment,Iron,,,Asia-Southeast Asia-Philippines-Davao Oriental-,,"Barrio Manurigao, Caraga",,Fragments of rusty iron,
35090,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Jar,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Occidental-,,"Barrio Guadalupe, San Carlos",,"Whole, large globular jar, with round base, very light brown stoneware, upper part of body near rim and thickened rim glazed light cream. crackled.",
35091,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Cebu-,,"Barrio Camingawan, Tiburan",,"Incomplete, 2 sherds, light brown (intended to be grey) bowl, with glassy, crackled glaze, and unglazed ring in bottom.",
35092,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 5
Unit: ea
",Artifact,,,Sherd,Stoneware,,,Asia-Southeast Asia-Philippines-Cebu-,,"Barrio Camingawan, Tiburan",,"Miscellaneous sherds, of large greenish brown jars, 5 sherds located April 18, 1946.",
35093,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Bracelet,Shell,,,Asia-Southeast Asia-Philippines-Cebu-,,"Barrio Camingawan, Tiburan",,Fragments of shell bracelets,
35094,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 4
Unit: ea
",Artifact,,,Sherd,Stoneware,AD 1300-1399,,Asia-Southeast Asia-Philippines-Romblon-,,"Barrio Panabat, Romblon",,"Celadon glaze dish.  Fragment, sherds, dark green, glassy, crackled, small plain celadon plate, straight rim.","Chronological and provenience information by Li Min, 2008"
35095,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 4
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Romblon-,,"Barrio Panabat, Romblon",,"Fragment, 4 sherds, glassy, crackled, dark green bowl, thin glaze with incised scroll design on interior, and vertical lines on exterior.",
35096,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Sherd,Stoneware,,,Asia-Southeast Asia-Philippines-Romblon-,,"Barrio Panabat, Romblon",,"Fragment, 3 sherds, same thing as #2, uncrackled, lighter bluish in color.",
35097,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Sherd,Stoneware,,,Asia-Southeast Asia-Philippines-Romblon-,,"Barrio Panabat, Romblon",,"Fragment, 3 sherds, same thing as #2, uncrackled, plain exterior.  light greyish green in color.",
35098,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Sherd,Porcelain,AD 1425-1590,,Asia-Southeast Asia-Philippines-Romblon-,,"Barrio Panabat, Romblon",,"Blue and white porcelain bowl.  Fragment, sherds, small blue and white, partly crackled bowl, with flaring lip.  Late crude design.","Chronological information by Li Min, 2008."
35099,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 6
Unit: ea
",Artifact,,,Sherd,Stoneware,,,Asia-Southeast Asia-Philippines-Romblon-,,"Barrio Panabat, Romblon",,"6 miscellaneous small sherds, from bowls probably.  2 sherds located April 10, 1946.",
35100,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 4
Unit: ea
",Artifact,,,Sherd,Stoneware,,,Asia-Southeast Asia-Philippines-Romblon-,,"Barrio Panabat, Romblon",,"Fragment, 4 sherds, large dargon jar.  Light green glaze of uneven texture.  Crude dargon.  Vertical neck with flaring rim.  Probably late stuff.",
35101,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Stoneware,,,Asia-Southeast Asia-Philippines-Romblon-,,"Barrio Panabat, Romblon",,"One large sherd, of large dark reddish brown jar, with uneven coat of same glaze on interior.",
35102,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Sherd,Stoneware,AD 1300-1399,,Asia-Southeast Asia-Philippines-Romblon-,NE Tablas Island,"Barrio Sugod, Badajoz",,"Celadon glaze dish.  Fragment, sherds, small shallow green bowl, with flaring rim.  Late imitation celadon.  Glassy, uncrackled, with raised lotus petal fluting on exterior.","Chronological and kiln provenience information by Li Min, 2008"
35103,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 4
Unit: ea
",Artifact,,,Plate,Stoneware,,,Asia-Southeast Asia-Philippines-Romblon-,NE Tablas Island,"Barrio Sugod, Badajoz",,"Feagment, 4 sherds, small light grey saucer, glassy, uncrackled glase.  Coarse vertical grooves on interior bowl.  Unglazed ring in bottom.",
35104,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Romblon-,NE Tablas Island,"Barrio Sugod, Badajoz",,"Fragment, 3 sherds, glassy, uncrackled light grey bowl, with unglazed ring in bottom.",
35105,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 6
Unit: ea
",Artifact,,,Sherd,Stoneware,,,Asia-Southeast Asia-Philippines-Romblon-,NE Tablas Island,"Barrio Sugod, Badajoz",,6 miscellaneous sherds of thin glazed grey and greenish grey wares.,
35106,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Porcelain,,,Asia-Southeast Asia-Philippines-Romblon-,NE Tablas Island,"Barrio Sugod, Badajoz",,"Base sherd, of greyish white glazed bowl.  No trace of design.  Glassy and crackled.  Probably from a blue and white bowl.",
35107,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 7
Unit: ea
",Artifact,,,Sherd,Porcelain,AD 1590-1644,,Asia-Southeast Asia-Philippines-Romblon-,NE Tablas Island,"Barrio Sugod, Badajoz",,"Blue and white porcelain bowl.  Incomplete, large, heavy, blue and greenish white bowl, with flaring rim.  Glassy, crackled glaze.  Blue turned metallic black in spots.  Floral design on exterior bowl.  Later note:  The body is medium thin, hard, greyish white stoneware that appears to be rather coarse.  The glaze is fairly thick crackled finely, and very glassy.  The ""white"" is really pale green.  The design consists of rather odd-looking, squat blossoms and curved, pointed leaves on outside walls, and a diaper pattern with prominent dots on inside of everted lip.  The blue is generally pale but going to almost black where thick.","Chronological information by Li Min, 2008."
35108,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 7
Unit: ea
",Artifact,,,Bowl,Porcelain,AD 1590-1644,,Asia-Southeast Asia-Philippines-Romblon-,NE Tablas Island,"Barrio Sugod, Badajoz",,"Blue and white porcelain bowl.  Incomplete, sherds, large, shallow, heavy, blue and white bowl, with straight rim.  Plain exterior.  Floral design on interior bowl, and on bottom.  Greenish white glaze.","Chronological information by Li Min, 2008."
35109,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 7
Unit: ea
",Artifact,,,Sherd,Porcelain,AD 1368-1644,,Asia-Southeast Asia-Philippines-Romblon-,NE Tablas Island,"Barrio Sugod, Badajoz",,"Blue and white porcelain dish.  Incomplete, sherds, large, glassy, uncrackled blue and white plate with straight rim.  Complex blue design on interior only.  Oval panel effect on bowl.  Later note: Medium blue and white plate.  Base and footring very sandy, deeper outerside slants to thin, rounded edge, inner side of footring is straight.  Body is greyish stoneware.  Glaze is glassy, greyish white, a few perforations present.  Blue is faded, washy, pale blue.  Interior design is crossed phoenixes in bottom, tree-peony overhead, wall has cartouches with flower and fruit design, enclosed by fish-diaper pattern.  Exterior design is single ring on rim, single ring near bottom wall.",
35110,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 22
Unit: ea
",Artifact,,,Sherd,Porcelain,AD 1590-1644,,Asia-Southeast Asia-Philippines-Romblon-,NE Tablas Island,"Barrio Sugod, Badajoz",,"Blue and white porcelain dish.  Incomplete, sherds, shallow blue and white bowl.  Greyish white glaze, slightly crackled.  Panel and horizontal line design as found in Penon de Coron.  Straight rim.  Crane in bottom.","Chronological information by Li Min, 2008."
35111,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Porcelain,AD 1590-1644,,Asia-Southeast Asia-Philippines-Romblon-,NE Tablas Island,"Barrio Sugod, Badajoz",,"Blue and white porcelain bowl.  Fragment, sherds, greenish white and faint blue bowl.  Glassy, crackled glaze.  Simple, thin line floral design on interior.  Later note:  Blue and white plate.  Body is tannish to greyish white stoneware.  Glaze is finely crackled, pale greenish white, semi-glassy.  Blue is pale greyish blue.  Interior design on wall has outlines of lotus blossoms, single ring on rim.  Exterior design is single line on rim.","Chronological information by Li Min, 2008."
35112,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 5
Unit: ea
",Artifact,,,Sherd,Porcelain,AD 1590-1644,,Asia-Southeast Asia-Philippines-Romblon-,NE Tablas Island,"Barrio Sugod, Badajoz",,"Incomplete, 5 sherds, blue and creamy white deep plate, crackled glassy glaze.  Slightly flaring rim with panel design on it.  Crane design in bottom.  Blue has metallic spots.","Chronological information by Li Min, 2008."
35113,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 13
Unit: ea
",Artifact,,,Sherd,Porcelain,AD 1590-1644,,Asia-Southeast Asia-Philippines-Romblon-,NE Tablas Island,"Barrio Sugod, Badajoz",,"Blue and white porcelain dish.  Fragment, sherds, plate almost identical to C80-11.  Although all the sherds cannot be fitted together, they probably belong together.  Later note:  Medium blue and white bowl with flaring rim.  Base and footring partly glazed, sandy, straight inner side, deeper outer side of footring slants to flat edge.  Body is whitish stoneware, tannish in parts.  Glaze is glassy, crackled, greenish.  Blue is dark blue.  Interior design has phoenix in bottom, sun and cloud overhead, double ring around bottom, flaring rim has fish-scale diaper pattern enclosing cartouches with rosettes.  Exterior design is single ring on rim, 1 on middle wall, 1 near bottom.","Chronological information by Li Min, 2008."
35114,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 4
Unit: ea
",Artifact,,,Sherd,Porcelain,AD 1590-1644,,Asia-Southeast Asia-Philippines-Romblon-,NE Tablas Island,"Barrio Sugod, Badajoz",,"Blue and white porcelain bowl.  Incomplete, 4 sherds, faint greenish blue and dark cream bowl, with straight rim.  Crude floral design in bottom only.  Later note:  Base and footring both sides curve in toward rounded edge, inner side is deeper, partly unglazed base and footring, some sand present.  Body is greyish stoneware, rather thick.  Glaze is somewhat glassy, finely crackled, perforated in spots, an orangish tinge.  Blue is very grey.  Interior design is spiral blossom in bottom, enclosed by a single ring, single ring on rim.  Exterior design is single ring on edge, one near base.","Chronological information by Li Min, 2008."
